,Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
3666,325000,2014-06-01,present,application developer,Chennai,m,1992-09-20,84.0,StateBoard,2010,88.75,StateBoard,2,B.Tech/B.E.,IT,72.0,10750,1,Tamil Nadu,2014,665,545,525,0.911395278391328,505,-1,500,-1,-1,-1,-1,-1.308,0.0459,-1.3733,-0.1076,0.0973
3667,450000,2014-11-01,present,trainee decision scientist,Bangalore,m,1990-06-21,86.0,CBSE,2009,87.0,CBSE,2,B.Tech/B.E.,EL,67.77,222,0,Jharkhand,2014,485,605,665,0.938399136791175,455,-1,-1,-1,553,-1,-1,1.7081,1.2114,1.547,-0.7415,0.8637
3668,340000,2013-10-01,present,senior software engineer,Bangalore,f,1991-03-22,81.86,CISCE,2009,81.66,StateBoard,2,B.Tech/B.E.,EL,84.8,275,1,Karnataka,2013,605,510,720,0.758379883023504,455,333,-1,-1,473,-1,-1,-0.0154,0.3789,-1.6807,0.5262,-0.2859
3669,220000,2011-12-01,present,network engineer,Gurgaon,m,1988-02-11,76.4,Unknown,2005,78.2,Unknown,2,B.Tech/B.E.,EC,55.0,182,1,Karnataka,2010,575,525,585,0.376059586651545,305,300,-1,-1,-1,-1,-1,-0.7264,1.2808,0.2366,0.6498,-0.1295
3670,360000,2012-06-01,2014-11-01 00:00:00,senior systems engineer,Chennai,f,1991-04-14,84.0,Unknown,2008,94.0,Unknown,2,B.Tech/B.E.,CS,82.24,11352,1,Tamil Nadu,2012,565,505,515,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-0.4173,0.6178,-1.6865,0.1798,-0.9194
3671,120000,2010-08-01,2012-06-01 00:00:00,lecturer,Dausa,m,1989-10-20,83.0,StateBoard,2006,70.0,StateBoard,2,B.Tech/B.E.,CS,70.17,2927,1,Rajasthan,2010,385,505,495,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.1082,0.3448,0.8171,-0.2902,0.8183
3672,400000,2013-04-01,present,senior software developer,Indore,m,1989-08-30,86.2,Unknown,2007,75.11,Unknown,2,B.Tech/B.E.,CS,74.31,1622,0,Madhya Pradesh,2012,425,505,515,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-0.1082,-0.2793,-1.6502,-1.23027,-0.168999999999999
3673,220000,2012-07-01,2013-05-01 00:00:00,programmer,Gurgaon,m,1990-01-17,73.4,CBSE,2008,79.4,CBSE,2,B.Tech/B.E.,CS,70.25,57,0,Haryana,2012,575,565,645,0.525922584252055,415,-1,-1,-1,-1,-1,-1,0.51,1.6708,0.5994,-0.2902,0.1864
3674,115000,2013-01-01,2013-12-01 00:00:00,android developer,Mysore,m,1990-02-13,52.0,StateBoard,2007,67.0,CBSE,2,MCA,CS,81.0,3897,1,Karnataka,2013,405,485,485,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-2.0262,-2.7846,-2.6028,1.0333,-2.7769
3675,700000,2010-10-01,2014-10-01 00:00:00,software engineer,Chennai,f,1989-05-23,93.2,StateBoard,2006,85.66,StateBoard,2,B.Tech/B.E.,CS,80.0,1269,1,Tamil Nadu,2010,595,565,605,0.974396112538398,615,266,-1,420,-1,-1,280,0.51,-0.1232,0.5269,-1.7004,-0.6035
3676,180000,2013-07-01,2014-07-01 00:00:00,.net developer,Nagpur,m,1991-11-09,60.46,StateBoard,2009,55.5,StateBoard,2,B.Tech/B.E.,CS,59.07,13149,0,Maharashtra,2013,510,505,375,0.0800552813405495,395,-1,253,-1,-1,-1,-1,-0.7335,-1.6191,0.3174,0.3995,-0.6692
3677,300000,2014-01-01,present,android developer,Chandigarh,m,1992-06-05,84.0,CBSE,2010,74.8,CBSE,1,B.Tech/B.E.,CS,67.0,11127,0,Punjab,2014,625,560,620,0.911395278391328,615,-1,500,-1,-1,-1,-1,-1.7389,0.0459,-1.8344,-0.7415,-0.8608
3678,225000,2014-08-01,present,production engineer,Mumbai,m,1991-04-01,71.07,StateBoard,2009,51.23,StateBoard,2,B.Tech/B.E.,EC,60.23,15289,0,Karnataka,2014,455,495,345,-1.0,-1,-1,-1,-1,-1,-1,-1,0.5591,1.3779,0.4711,-0.6147,-0.2859
3679,120000,2014-12-01,present,client services associate,Kolkata,f,1989-07-22,67.4,CISCE,2007,65.6,StateBoard,2,B.Tech/B.E.,EL,76.0,6814,0,West Bengal,2011,710,590,585,-1.0,345,-1,-1,-1,-1,-1,-1,0.1282,1.2114,0.1637,-1.1218,0.4805
3680,200000,2014-06-01,present,software developer,Lucknow,m,1994-09-10,85.83,StateBoard,2010,69.33,StateBoard,2,B.Tech/B.E.,EC,66.0,347,0,Uttar Pradesh,2014,345,435,560,0.207392169717661,-1,260,-1,-1,-1,260,-1,0.4155,0.3789,0.7785,-0.1076,0.0973
3681,435000,2013-03-01,present,system engineer,Gurgaon,m,1990-06-04,76.66,StateBoard,2007,80.0,StateBoard,2,B.Tech/B.E.,CS,75.21,2541,0,Uttarakhand,2012,545,525,750,0.960903087163164,595,-1,-1,-1,-1,-1,-1,-0.5899,-0.1206,-1.3733,-0.6147,-1.244
3682,450000,2013-02-01,2015-05-01 00:00:00,assistant manager,Mumbai,m,1990-11-25,83.33,StateBoard,2009,85.6,StateBoard,2,B.Tech/B.E.,EC,73.59,6196,0,Maharashtra,2012,625,605,525,0.910770164246022,445,433,-1,-1,-1,-1,-1,-1.3447,-0.3183,-0.4891,0.64983,-0.4455
3683,320000,2012-07-01,2013-02-01 00:00:00,software developer,Noida,m,1991-07-04,78.6,CBSE,2008,68.4,CBSE,2,B.Tech/B.E.,IT,72.28,11368,0,Uttar Pradesh,2012,635,455,645,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.4173,0.1498,1.1437,0.64983,0.0284
3684,120000,2013-08-01,2014-04-01 00:00:00,java developer,Unknown,m,1992-01-02,65.0,CBSE,2008,65.0,CBSE,2,B.Tech/B.E.,CS,71.42,7376,0,Uttar Pradesh,2013,485,500,470,0.276047228046856,345,-1,-1,-1,-1,-1,-1,1.4208,0.5454,0.9322,1.6672,0.6721
3685,550000,2012-07-01,2015-04-01 00:00:00,design engineer,Hyderabad,m,1991-07-22,91.0,StateBoard,2008,96.7,StateBoard,2,B.Tech/B.E.,EL,80.0,11511,0,Andhra Pradesh,2012,645,535,615,0.960603251997053,-1,466,-1,-1,-1,-1,-1,-0.7264,0.6178,-0.2714,-0.05527,0.3444
3686,105000,2014-10-01,present,editor,Chennai,f,1993-04-25,78.0,CBSE,2010,80.0,StateBoard,2,B.Tech/B.E.,other,79.0,540,1,Tamil Nadu,2014,640,510,310,-1.0,465,-1,376,-1,-1,-1,-1,0.1282,1.3779,0.7785,-1.8824,-0.2859
3687,400000,2014-01-01,present,software engineer,Noida,m,1990-07-28,67.0,CBSE,2008,68.2,CBSE,2,MCA,CS,65.47,11759,0,Uttarakhand,2014,405,485,500,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-1.4517,0.2124,0.1637,-0.8682,0.8637
3688,120000,2013-09-01,2014-09-01 00:00:00,.net developer,Unknown,m,1990-07-23,56.0,StateBoard,2006,65.0,StateBoard,2,B.Tech/B.E.,EC,67.2,7627,0,Uttar Pradesh,2013,495,464,554,0.824666400671332,-1,400,-1,-1,-1,-1,-1,0.8192,-0.2012,-0.7068,0.1798,-0.6035
3689,530000,2012-07-01,2015-04-01 00:00:00,senior software engineer,Unknown,m,1991-03-01,88.83,StateBoard,2008,97.2,StateBoard,2,B.Tech/B.E.,EC,75.0,9189,1,Telangana,2012,485,585,695,0.910770164246022,475,433,-1,-1,-1,-1,-1,-0.5719,0.7348,0.3817,0.1798,-0.4455
3690,290000,2013-01-01,present,asp.net developer,Bangalore,m,1985-01-15,46.0,StateBoard,2002,56.0,StateBoard,2,MCA,CS,75.0,1551,1,Karnataka,2012,535,450,665,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.2718,-0.1206,-0.6048,-0.8682,-0.2859
3691,240000,2013-09-01,2015-04-01 00:00:00,online marketing manager,Nagpur,m,1992-02-18,79.0,CBSE,2009,71.0,CBSE,2,B.Tech/B.E.,EC,62.0,3489,0,Maharashtra,2013,490,470,545,-1.0,485,-1,-1,-1,-1,-1,-1,-0.7335,0.5454,1.0859,-1.5021,1.4386
3692,650000,2012-07-01,2014-09-01 00:00:00,application developer,Bangalore,m,1990-08-20,70.5,StateBoard,2007,82.8,StateBoard,2,B.Tech/B.E.,CS,67.52,70,0,Uttar Pradesh,2012,555,645,620,0.987207085890868,645,-1,-1,-1,-1,-1,-1,-0.159,-0.1206,-0.1437,0.1459,-0.0943
3693,170000,2012-09-01,2013-01-01 00:00:00,bss engineer,Latur (Maharashtra ),m,1988-06-01,54.4,CBSE,2005,59.0,CBSE,2,B.Tech/B.E.,EC,56.0,4948,1,Rajasthan,2010,485,395,475,0.538386892985096,-1,333,-1,-1,-1,-1,-1,0.0464,0.6568,0.2366,-0.0552,0.5024
3694,180000,2014-07-01,2015-03-01 00:00:00,rf engineer,Lucknow,m,1992-09-05,72.0,StateBoard,2008,63.0,StateBoard,2,B.Tech/B.E.,EC,65.0,198,0,Uttar Pradesh,2014,380,470,445,0.229481754911755,-1,266,-1,-1,-1,292,-1,-3.3188,-5.7816,-4.4472,-0.7415,-6.9925
3695,250000,2014-07-01,2015-05-01 00:00:00,java software engineer,Bangalore,m,1989-01-21,66.0,StateBoard,2007,62.0,StateBoard,2,MCA,CS,75.0,8517,0,Madhya Pradesh,2013,335,325,270,0.563267823666597,425,-1,-1,-1,-1,-1,-1,1.1336,1.3476,0.1357,0.2727,0.376
3696,330000,2014-02-01,2015-04-01 00:00:00,senior systems engineer,Chennai,m,1991-02-10,75.8,CBSE,2009,77.6,CBSE,2,B.Tech/B.E.,IT,64.2,6996,1,Tamil Nadu,2013,500,525,380,0.744758354008939,345,-1,438,-1,-1,-1,-1,1.2772,-0.4536,-0.9122,-0.995,0.4805
3697,615000,2010-08-01,present,software engineer,Hyderabad,m,1989-06-26,86.5,Unknown,2006,91.0,Unknown,2,B.Tech/B.E.,CS,72.23,1429,1,Telangana,2010,595,635,595,0.998588238946788,725,-1,-1,-1,-1,-1,-1,-3.1994,-0.2793,-1.7954,0.4148,-1.2354
3698,240000,2014-05-01,2014-07-01 00:00:00,software engineer,Bangalore,m,1993-03-15,68.2,CBSE,2010,55.0,CBSE,2,B.Tech/B.E.,CS,67.0,124,0,Orissa,2014,570,425,470,0.356536487724475,525,-1,346,-1,-1,-1,-1,1.1336,0.5454,2.008,0.3995,0.0973
3699,325000,2014-06-01,present,assistant system engineer,Bangalore,m,1993-04-14,79.6,StateBoard,2010,93.9,StateBoard,2,B.Tech/B.E.,CS,73.2,5015,0,Andhra Pradesh,2014,380,525,720,0.356536487724475,575,-1,346,-1,-1,-1,-1,-1.1644,-0.9531,-1.8344,1.6672,-0.0943
3700,95000,2014-10-01,2014-08-01 00:00:00,ios developer,Unknown,m,1992-09-04,60.2,CBSE,2010,60.8,CBSE,2,B.Tech/B.E.,CS,62.42,10932,0,Uttar Pradesh,2014,485,405,345,0.144789889482462,405,-1,284,-1,-1,-1,-1,1.1283,0.9688,0.9623,0.41483,0.0679
3701,400000,2012-09-01,present,software engineer,Noida,m,1987-08-21,77.4,Unknown,2005,73.4,Unknown,1,B.Tech/B.E.,CS,70.8,3200,1,Delhi,2012,465,445,425,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-0.2628,-0.7473,-1.7954,-1.1128,0.8183
3702,180000,2011-10-01,2012-08-01 00:00:00,software developer,Gurgaon ,m,1989-09-14,67.5,StateBoard,2006,63.6,StateBoard,2,B.Tech/B.E.,CS,61.65,3579,0,Uttar Pradesh,2011,545,425,605,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-0.7264,-0.4353,-0.0537,-0.0552,0.1864
3703,475000,2013-04-01,2014-04-01 00:00:00,software developer,Noida,m,1989-04-01,81.0,CISCE,2007,81.0,CISCE,2,B.Tech/B.E.,CS,67.3,4501,0,Uttar Pradesh,2012,730,655,545,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.5332,0.3448,-0.4891,0.0917,-0.2875
3704,350000,2015-01-01,2015-06-01 00:00:00,entry level management trainee,Chennai,f,1994-04-13,93.0,StateBoard,2011,91.0,StateBoard,2,B.Tech/B.E.,IT,77.0,883,0,Tamil Nadu,2015,580,485,390,0.842248322257836,475,-1,469,-1,-1,-1,-1,-0.4463,-0.2871,-0.7585,0.0192,0.8637
3705,450000,2014-09-01,present,trainee decision scientist,Unknown,m,1992-07-28,93.2,CBSE,2009,91.4,CBSE,1,B.Tech/B.E.,ME,84.0,1589,0,Assam,2014,570,580,800,0.725984147969479,-1,-1,-1,438,-1,-1,-1,0.7027,0.8784,0.7785,-0.1076,-0.0943
3706,360000,2014-06-01,present,dba,Chennai,m,1991-07-14,89.9,StateBoard,2009,84.5,StateBoard,2,B.Tech/B.E.,EC,68.0,8524,0,Karnataka,2013,675,485,485,-1.0,455,-1,-1,-1,-1,-1,-1,1.2772,0.8784,0.4711,-0.7415,0.4805
3707,250000,2012-08-01,2014-06-01 00:00:00,qa analyst,Gurgaon,m,1989-07-22,74.0,CBSE,2007,74.0,CBSE,1,B.Tech/B.E.,IT,61.0,107,0,Haryana,2011,605,455,685,0.450876584483451,395,-1,-1,-1,-1,-1,-1,0.3555,0.5008,0.3817,0.5323,0.3444
3708,200000,2014-04-01,2015-04-01 00:00:00,r&d engineer,Chennai,m,1992-10-13,93.8,StateBoard,2010,84.0,StateBoard,2,B.Tech/B.E.,EC,74.0,1019,1,Tamil Nadu,2014,560,570,605,0.881620069530177,465,420,-1,-1,-1,-1,-1,1.2772,0.5454,0.1637,-1.8824,-0.8608
3709,400000,2011-10-01,2014-06-01 00:00:00,senior software developer,Mumbai,m,1989-09-16,85.0,Unknown,2006,73.8,Unknown,2,B.Tech/B.E.,EC,77.0,115,0,Punjab,2011,505,485,615,0.824666400671332,405,400,-1,-1,-1,-1,-1,-0.5719,-1.0593,-0.1988,1.1199,1.1343
3710,1100000,2011-11-01,present,senior software engineer,Bangalore,m,1989-09-30,83.8,CBSE,2007,63.4,CBSE,2,B.Tech/B.E.,IT,61.2,1648,1,Karnataka,2011,665,615,515,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-0.880999999999999,0.5008,-0.6343,-1.3478,-0.6035
3711,350000,2014-07-01,present,software developer,Noida,m,1992-07-28,82.0,CISCE,2010,76.6,CBSE,2,B.Tech/B.E.,CS,71.3,8346,0,Uttar Pradesh,2014,485,500,635,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.2718,0.8229,-1.2196,-0.8682,-1.9234
3712,275000,2014-11-01,present,java software engineer,Bangalore,m,1992-08-21,88.0,StateBoard,2010,92.3,StateBoard,2,B.Tech/B.E.,EC,90.0,2388,1,Karnataka,2014,455,485,500,0.493596387301038,435,324,-1,-1,-1,-1,-1,0.7027,-0.4536,-0.2974,-1.5021,-0.0943
3713,415000,2013-04-01,present,systems engineer,Bangalore,m,1990-06-18,86.12,StateBoard,2008,77.0,StateBoard,2,B.Tech/B.E.,IT,77.6,10930,1,West Bengal,2012,465,485,475,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-1.4992,-0.0842,-1.6865,1.23732999999999,-0.4455
3714,200000,2014-02-01,2015-04-01 00:00:00,web application developer,Jaipur,m,1991-02-15,64.0,StateBoard,2009,61.0,StateBoard,2,B.Tech/B.E.,EC,67.0,2812,0,Rajasthan,2013,380,450,445,0.538386892985096,355,333,346,-1,-1,-1,-1,0.4155,0.3789,0.7785,-1.5021,1.0554
3715,350000,2014-10-01,2015-02-01 00:00:00,software developer,Gurgaon,m,1992-05-04,85.76,StateBoard,2010,90.83,StateBoard,2,B.Tech/B.E.,EC,84.0,6820,1,Karnataka,2014,630,590,655,-1.0,475,-1,-1,-1,-1,-1,-1,1.5644,0.0459,-0.4511,-1.3753,0.2889
3716,95000,2014-09-01,present,software developer,Delhi,m,1993-01-10,68.0,StateBoard,2009,65.6,StateBoard,2,B.Tech/B.E.,CS,63.33,137,0,Uttar Pradesh,2014,420,530,380,0.622642915849938,485,-1,407,-1,-1,-1,-1,-0.0154,-0.7866,-1.0659,-1.6289,-1.0524
3717,530000,2010-04-01,present,hr manager,Faridabad,m,1987-12-31,63.0,StateBoard,2005,55.0,StateBoard,2,MCA,CS,66.0,933,0,Haryana,2011,355,295,465,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.3014,-0.4353,-0.7794,0.8848,-1.3934
3718,325000,2014-02-01,present,systems engineer,Jaipur,m,1989-10-12,86.0,CBSE,2008,87.4,CBSE,2,B.Tech/B.E.,EC,90.0,9072,0,Orissa,2013,630,565,655,0.997298967866528,595,548,-1,-1,-1,-1,-1,-1.4517,-0.1206,-1.527,1.2869,-1.0524
3719,320000,2014-10-01,2015-04-01 00:00:00,.net developer,Bangalore,m,1992-08-09,82.4,CBSE,2010,71.4,CBSE,2,B.Tech/B.E.,IT,71.54,5514,0,Haryana,2014,455,485,560,0.744758354008939,465,-1,438,-1,-1,-1,-1,0.4155,-0.6201,0.3174,0.9066,-0.6692
3720,75000,2014-05-01,2015-01-01 00:00:00,production engineer,Unknown,m,1993-02-23,91.2,Matriculation Board,2010,89.0,StateBoard,2,B.Tech/B.E.,ME,79.8,12187,0,Tamil Nadu,2014,570,580,355,0.328746378624932,-1,-1,-1,346,-1,-1,-1,-0.159,0.8784,-1.6807,0.3995,-1.0524
3721,500000,2011-10-01,present,senior quality engineer,Noida,m,1990-03-21,65.5,StateBoard,2007,60.8,StateBoard,2,B.Tech/B.E.,IT,69.73,80,0,Uttar Pradesh,2011,355,515,465,0.143256541032196,295,-1,-1,-1,-1,-1,-1,0.3555,0.8128,0.3817,0.1798,-0.4455
3722,240000,2014-04-01,present,research analyst,Unknown,m,1990-12-22,63.0,CBSE,2009,74.0,CBSE,2,B.Tech/B.E.,IT,57.0,462,1,Karnataka,2013,545,500,455,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-1.4517,-2.1186,-0.6048,0.9066,-1.6273
3723,340000,2011-11-01,2014-06-01 00:00:00,operations assistant,Noida,m,1990-01-15,72.15,StateBoard,2006,67.1,StateBoard,2,B.Tech/B.E.,EC,70.8,153,0,Punjab,2010,535,495,645,0.694479327708463,415,366,-1,-1,-1,-1,-1,-1.8083,-1.0593,-0.344,-0.0552,-0.2875
3724,240000,2013-07-01,2014-01-01 00:00:00,portfolio analyst,Chennai,m,1992-09-04,80.4,CBSE,2009,80.6,StateBoard,2,B.Tech/B.E.,EL,65.12,519,1,Tamil Nadu,2013,545,450,525,-1.0,275,-1,346,-1,-1,-1,-1,-0.3027,0.2124,-2.2954,-0.995,-0.8608
3725,275000,2013-11-01,present,graduate engineer trainee,Noida,f,1991-12-12,81.0,CBSE,2009,76.0,CBSE,2,B.Tech/B.E.,IT,77.34,350,0,Uttar Pradesh,2013,440,535,485,0.282788144938598,-1,-1,-1,-1,-1,-1,-1,-0.3027,-0.1206,0.1637,0.1459,0.2889
3726,450000,2012-08-01,2015-03-01 00:00:00,programmer,Delhi,m,1988-05-15,60.0,CBSE,2006,70.0,CBSE,2,B.Tech/B.E.,CS,58.2,255,0,Uttar Pradesh,2010,415,395,415,0.0745462652358558,255,366,-1,-1,-1,-1,-1,-1.9629,-0.5913,-0.4891,1.3549,0.0284
3727,495000,2013-02-01,present,automation engineer,Unknown,m,1991-03-27,85.5,Unknown,2008,92.5,Unknown,2,B.Tech/B.E.,IT,68.17,3026,1,Telangana,2012,675,670,680,0.99405087195167,675,-1,-1,-1,-1,-1,-1,0.9737,0.8518,-0.7068,-0.9953,-0.6035
3728,180000,2014-10-01,present,testing engineer,Pune,m,1991-11-09,84.4,StateBoard,2009,88.0,StateBoard,2,M.Tech./M.E.,EC,81.5,11839,0,Madhya Pradesh,2015,430,555,535,0.943272157866555,345,452,-1,-1,-1,-1,-1,-0.0154,0.3789,-0.6048,-1.1218,0.8637
3729,225000,2013-09-01,present,software engineer,Bangalore,m,1991-01-24,73.0,Unknown,2008,57.8,Unknown,2,B.Tech/B.E.,CS,58.0,10342,1,Karnataka,2012,375,435,495,0.276047228046856,345,-1,-1,-1,-1,-1,-1,-0.2628,0.0328,-0.2714,0.2973,-1.0774
3730,205000,2015-02-01,present,programmer,Delhi,m,1991-08-10,80.0,CBSE,2009,55.0,CBSE,2,B.Tech/B.E.,CS,63.0,7428,0,Haryana,2014,640,470,390,0.622642915849938,445,-1,407,-1,-1,-1,-1,-1.1644,0.7119,1.3933,-1.6289,1.4386
3731,510000,2010-10-01,2015-04-01 00:00:00,senior software developer,Pune,m,1989-11-27,77.0,StateBoard,2006,82.2,StateBoard,2,B.Tech/B.E.,CS,73.4,429,0,Uttar Pradesh,2010,524,435,684,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-2.4266,0.0328,-1.0697,-0.8778,0.1864
3732,300000,2012-07-01,present,linux systems administrator,Hyderabad,m,1991-07-12,74.0,CBSE,2008,88.0,StateBoard,2,B.Tech/B.E.,CS,75.0,1450,1,Telangana,2012,555,555,515,0.819416529835888,505,-1,-1,-1,-1,-1,-1,0.6646,1.9048,0.9623,-0.8778,0.1864
3733,700000,2014-06-01,present,software engineer,Hyderabad,m,1991-11-05,81.5,CISCE,2009,83.16,CISCE,1,B.Tech/B.E.,EL,71.44,436,0,Uttarakhand,2014,605,585,580,0.661834475840071,-1,-1,-1,-1,446,-1,-1,-1.5953,-0.1206,-0.2974,-0.995,-0.8608
3734,300000,2012-07-01,2015-04-01 00:00:00,product design engineer,Unknown,m,1990-04-14,78.0,StateBoard,2008,69.0,StateBoard,2,B.Tech/B.E.,EC,75.0,3717,1,Karnataka,2012,355,485,425,0.0587928000083534,325,200,-1,-1,-1,-1,-1,-0.2628,-0.5913,-0.1988,1.2374,-0.168999999999999
3735,145000,2014-08-01,present,quality analyst,Noida,m,1990-07-02,64.0,StateBoard,2009,60.01,StateBoard,2,B.Tech/B.E.,EC,60.0,55,0,Uttar Pradesh,2017,500,425,250,0.0531603052826837,-1,196,-1,-1,420,-1,-1,1.5644,0.8784,1.7007,-0.4879,1.247
3736,365000,2014-01-01,present,system engineer,Chennai,m,1992-07-25,86.16,StateBoard,2009,89.0,StateBoard,2,B.Tech/B.E.,CS,77.0,8888,0,Tamil Nadu,2013,605,425,355,0.670743151433127,455,-1,-1,-1,-1,-1,-1,1.1336,0.3789,-0.1437,-1.1218,1.247
3737,400000,2013-04-01,present,systems engineer,Hyderabad,m,1990-01-03,74.5,StateBoard,2008,79.7,StateBoard,2,B.Tech/B.E.,EC,70.0,8819,1,Telangana,2012,415,495,515,0.538386892985096,455,333,-1,-1,-1,-1,-1,-0.5719,-0.2012,-0.2714,1.1199,-0.1295
3738,95000,2013-08-01,2014-02-01 00:00:00,software engineer,Gurgaon,m,1990-07-01,65.17,StateBoard,2008,66.2,StateBoard,2,B.Tech/B.E.,IT,74.78,8159,0,Uttar Pradesh,2013,510,595,605,0.911395278391328,545,-1,500,-1,-1,-1,-1,-0.4463,-0.2871,0.4711,-1.6289,0.0973
3739,325000,2013-12-01,2015-04-01 00:00:00,java software engineer,Unknown,m,1991-03-26,71.85,CISCE,2009,70.6,CBSE,2,B.Tech/B.E.,IT,79.05,3236,0,Punjab,2013,675,570,605,0.960903087163164,595,-1,-1,-1,-1,-1,-1,0.4155,-0.1206,0.1637,-0.3612,0.2889
3740,405000,2015-01-01,2015-05-01 00:00:00,database developer,Unknown,m,1992-07-25,84.0,CBSE,2011,77.0,CBSE,2,B.Tech/B.E.,CS,73.08,14363,0,Punjab,2015,605,425,320,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-1.1644,-1.1196,-0.1437,0.5262,-1.6273
3741,400000,2014-01-01,present,software developer,Noida,m,1989-03-16,65.4,CBSE,2008,60.4,CBSE,2,MCA,CS,78.0,11759,0,Uttarakhand,2014,685,570,705,0.960903087163164,595,-1,-1,-1,-1,-1,-1,0.2718,0.0459,0.7785,-0.6147,-1.8189
3742,100000,2013-05-01,2014-04-01 00:00:00,project coordinator,Chennai,m,1991-03-15,86.0,StateBoard,2008,77.0,StateBoard,2,B.Tech/B.E.,EL,80.0,526,0,Tamil Nadu,2013,310,475,355,0.444617716881577,315,-1,-1,-1,393,-1,-1,0.7027,0.2124,-0.2974,0.0192,1.0554
3743,395000,2011-11-01,present,senior software engineer,Unknown,m,1985-05-11,49.9,StateBoard,2002,56.1,StateBoard,2,B.Tech/B.E.,CS,66.26,893,0,Uttar Pradesh,2010,495,475,595,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.8192,1.1248,0.672,0.0623,1.1343
3744,325000,2014-02-01,present,system engineer,Pune,m,1991-01-22,83.75,StateBoard,2009,74.8,StateBoard,2,B.Tech/B.E.,EC,75.9,8297,1,West Bengal,2013,660,630,680,0.77657832422745,-1,-1,-1,-1,-1,393,-1,-0.8772,-0.2871,-2.1418,0.2727,-0.6692
3745,390000,2012-04-01,present,software engineer,Pune,m,1989-03-28,76.16,Unknown,2007,66.5,Unknown,2,B.Tech/B.E.,CS,67.01,4569,0,Karnataka,2011,405,705,495,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.3555,0.0328,-0.0537,-0.29027,-0.6035
3746,325000,2014-11-01,present,software engineer,Bangalore,m,1992-08-09,91.68,StateBoard,2010,84.0,StateBoard,2,B.Tech/B.E.,CS,72.26,182,1,Karnataka,2014,560,570,570,0.744758354008939,715,-1,438,-1,-1,-1,-1,0.8463,0.8784,1.7007,-2.0092,1.247
3747,195000,2011-06-01,2012-01-01 00:00:00,electrical engineer,Kolkata,m,1989-09-01,71.73,StateBoard,2007,68.17,StateBoard,2,B.Tech/B.E.,EL,67.89,3683,0,Maharashtra,2011,375,395,405,0.376059586651545,-1,300,-1,-1,-1,-1,-1,0.51,1.2808,0.672,0.8848,0.3444
3748,420000,2011-10-01,2014-11-01 00:00:00,software engineer,Hyderabad,m,1989-05-07,75.83,StateBoard,2007,92.3,StateBoard,2,B.Tech/B.E.,IT,69.12,5003,0,Andhra Pradesh,2011,395,345,505,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-0.1082,0.8128,0.5269,-0.5253,-0.9194
3749,95000,2013-07-01,2014-06-01 00:00:00,software engineer,Unknown,f,1991-09-23,71.0,StateBoard,2009,68.0,StateBoard,2,B.Tech/B.E.,CS,81.4,13040,1,West Bengal,2013,345,570,220,0.843123726665742,515,-1,-1,-1,-1,-1,-1,0.2718,0.3789,0.6248,-1.3753,-0.6692
3750,415000,2010-06-01,2013-10-01 00:00:00,etl developer,Unknown,f,1989-07-31,78.0,Matriculation Board,2006,81.0,StateBoard,2,B.Tech/B.E.,IT,82.0,424,0,Tamil Nadu,2010,465,585,565,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.2009,0.0328,0.5269,-1.2303,0.6603
3751,295000,2013-03-01,present,software engineer,Hyderabad,m,1990-12-20,72.3,StateBoard,2008,82.6,StateBoard,2,B.Tech/B.E.,IT,60.45,11852,0,Andhra Pradesh,2012,435,445,544,0.308400582860308,355,-1,-1,-1,-1,-1,-1,0.2009,-0.3183,0.0552,-0.407769999999999,0.1864
3752,450000,2014-09-01,present,business analyst,Bangalore,m,1992-12-02,92.2,CBSE,2010,88.6,CBSE,2,B.Tech/B.E.,EL,74.2,13439,0,Jharkhand,2014,580,655,705,0.557389505646088,415,-1,-1,-1,420,-1,-1,0.5591,0.0459,0.3174,-0.8682,-0.0943
